title,movie_id,cast,crew
Lars and the Real Girl,6615,"['Ryan Gosling', 'Emily Mortimer', 'Paul Schneider']",['Craig Gillespie']
The Boy in the Striped Pyjamas,14574,"['Asa Butterfield', 'Jack Scanlon', 'Vera Farmiga']",['Mark Herman']
Dancer in the Dark,16,"['Björk', 'Catherine Deneuve', 'David Morse']",['Lars von Trier']
Oscar and Lucinda,39780,"['Ralph Fiennes', 'Cate Blanchett', 'Ciarán Hinds']",['Gillian Armstrong']
The Funeral,21612,"['Christopher Walken', 'Chris Penn', 'Annabella Sciorra']",['Abel Ferrara']
Solitary Man,36691,"['Michael Douglas', 'Danny DeVito', 'Jesse Eisenberg']",['Brian Koppelman']
Machete,23631,"['Danny Trejo', 'Michelle Rodriguez', 'Jessica Alba']",['Robert Rodriguez']
Casino Jack,45324,"['Kevin Spacey', 'Kelly Preston', 'Hannah Endicott-Douglas']",['George Hickenlooper']
The Land Before Time,12144,"['Gabriel Damon', 'Candace Hutson', 'Judith Barsi']",['Don Bluth']
Tae Guk Gi: The Brotherhood of War,11658,"['Jang Dong-gun', 'Won Bin', 'Lee Eun-ju']",['Kang Je-gyu']
The Perfect Game,56601,"['Clifton Collins Jr', 'Cheech Marin', 'Moisés Arias']",['William Dear']
The Exorcist,9552,"['Linda Blair', 'Max von Sydow', 'Ellen Burstyn']",['William Friedkin']
Jaws,578,"['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss']",['Steven Spielberg']
American Pie,2105,"['Jason Biggs', 'Chris Klein', 'Thomas Ian Nicholas']",['Chris Weitz']
Ernest & Celestine,126319,"['Anne-Marie Loop', 'Lambert Wilson', 'Pauline Brunner']",['Stéphane Aubier']
The Golden Child,10136,"['Eddie Murphy', 'Charles Dance', 'Charlotte Lewis']",['Michael Ritchie']
Think Like a Man,67660,"['Michael Ealy', 'Jerry Ferrara', 'Meagan Good']",['Tim Story']
Barbershop,10611,"['Ice Cube', 'Anthony Anderson', 'Cedric the Entertainer']",['Tim Story']
Star Trek II: The Wrath of Khan,154,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",['Nicholas Meyer']
Ace Ventura: Pet Detective,3049,"['Jim Carrey', 'Sean Young', 'Courteney Cox']",['Tom Shadyac']
WarGames,860,"['Matthew Broderick', 'Dabney Coleman', 'Ally Sheedy']",['John Badham']
Witness,9281,"['Harrison Ford', 'Kelly McGillis', 'Josef Sommer']",['Peter Weir']
Act of Valor,75674,"['Roselyn Sánchez', 'Emilio Rivera', 'Nestor Serrano']",['Mike McCoy']
Step Up,9762,"['Channing Tatum', 'Jenna Dewan', 'Damaine Radcliff']",['Anne Fletcher']
Beavis and Butt-Head Do America,3179,"['Mike Judge', 'Bruce Willis', 'Demi Moore']",['Mike Judge']
Jackie Brown,184,"['Pam Grier', 'Samuel L. Jackson', 'Robert Forster']",['Quentin Tarantino']
Harold & Kumar Escape from Guantanamo Bay,13335,"['John Cho', 'Kal Penn', 'Neil Patrick Harris']",['Jon Hurwitz']
Chronicle,76726,"['Dane DeHaan', 'Alex Russell', 'Michael B. Jordan']",['Josh Trank']
Yentl,10269,"['Barbra Streisand', 'Mandy Patinkin', 'Amy Irving']",['Barbra Streisand']
Time Bandits,36819,"['Sean Connery', 'John Cleese', 'Shelley Duvall']",['Terry Gilliam']
Crossroads,17130,"['Britney Spears', 'Zoe Saldana', 'Taryn Manning']",['Tamra Davis']
Project X,57214,"['Oliver Cooper', 'Jonathan Daniel Brown', 'Thomas Mann']",['Nima Nourizadeh']
Patton,11202,"['George C. Scott', 'Karl Malden', 'Stephen Young']",['Franklin J. Schaffner']
One Hour Photo,9357,"['Robin Williams', 'Connie Nielsen', 'Michael Vartan']",['Mark Romanek']
Quarantine,13812,"['Jennifer Carpenter', 'Steve Harris', 'Jay Hernandez']",['John Erick Dowdle']
The Eye,9030,"['Jessica Alba', 'Alessandro Nivola', 'Parker Posey']",['David Moreau']
Johnson Family Vacation,19084,"['Cedric the Entertainer', 'Vanessa Williams', 'Steve Harvey']",['Christopher Erskin']
How High,8386,"['Method Man', 'Redman', 'Obba Babatundé']",['Jesse Dylan']
The Muppet Christmas Carol,10437,"['Michael Caine', 'Don Austen', 'Meredith Braun']",['Brian Henson']
Frida,1360,"['Salma Hayek', 'Alfred Molina', 'Mía Maestro']",['Julie Taymor']
Katy Perry: Part of Me,101267,"['Katy Perry', 'Russell Brand', 'Shannon Woodward']",['Dan Cutforth']
The Fault in Our Stars,222935,"['Shailene Woodley', 'Ansel Elgort', 'Nat Wolff']",['Josh Boone']
Rounders,10220,"['Matt Damon', 'John Turturro', 'Gretchen Mol']",['John Dahl']
Top Five,284296,"['Chris Rock', 'Rosario Dawson', 'J.B. Smoove']",['Chris Rock']
Prophecy,31915,"['Talia Shire', 'Robert Foxworth', 'Armand Assante']",['John Frankenheimer']
Stir of Echoes,11601,"['Kevin Bacon', 'Kathryn Erbe', 'Illeana Douglas']",['David Koepp']
Philomena,205220,"['Judi Dench', 'Steve Coogan', 'Sophie Kennedy Clark']",['Stephen Frears']
The Upside of Anger,11354,"['Joan Allen', 'Kevin Costner', 'Erika Christensen']",['Mike Binder']
The Boys from Brazil,16241,"['Gregory Peck', 'Laurence Olivier', 'James Mason']",['Franklin J. Schaffner']
Aquamarine,14191,"['Emma Roberts', ""Joanna 'JoJo' Levesque"", 'Sara Paxton']",['Elizabeth Allen Rosenbaum']
Paper Towns,286565,"['Nat Wolff', 'Cara Delevingne', 'Justice Smith']",['Jake Schreier']
My Baby's Daddy,26710,"['Eddie Griffin', 'Anthony Anderson', 'Michael Imperioli']",['Cheryl Dunye']
Nebraska,129670,"['Bruce Dern', 'Will Forte', 'Bob Odenkirk']",['Alexander Payne']
Tales from the Crypt: Demon Knight,9059,"['Billy Zane', 'William Sadler', 'Jada Pinkett Smith']",['Ernest R. Dickerson']
Max Keeble's Big Move,34549,"['Alex D. Linz', 'Zena Grey', 'Nora Dunn']",['Tim Hill']
Young Adult,57157,"['Charlize Theron', 'Patton Oswalt', 'Patrick Wilson']",['Jason Reitman']
Crank,1948,"['Jason Statham', 'Amy Smart', 'Jose Pablo Cantillo']",['Brian Taylor']
Def Jam's How to Be a Player,28353,"['Bill Bellamy', 'Lark Voorhies', 'Bernie Mac']",['Lionel C. Martin']
Living Out Loud,46889,"['Holly Hunter', 'Danny DeVito', 'Queen Latifah']",['Richard LaGravenese']
Just Wright,38093,"['Queen Latifah', 'Common', 'Paula Patton']",['Sanaa Hamri']
Rachel Getting Married,14976,"['Anne Hathaway', 'Rosemarie DeWitt', 'Sebastian Stan']",['Jonathan Demme']
The Postman Always Rings Twice,11027,"['Jack Nicholson', 'Jessica Lange', 'John Colicos']",['Bob Rafelson']
Girl with a Pearl Earring,3635,"['Scarlett Johansson', 'Colin Firth', 'Cillian Murphy']",['Peter Webber']
Das Boot,387,"['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann']",['Wolfgang Petersen']
Sorority Boys,6020,"['Barry Watson', 'Michael Rosenbaum', 'Harland Williams']",['Wallace Wolodarsky']
About Time,122906,"['Domhnall Gleeson', 'Rachel McAdams', 'Bill Nighy']",['Richard Curtis']
House of Flying Daggers,9550,"['Takeshi Kaneshiro', 'Andy Lau', 'Zhang Ziyi']",['Zhang Yimou']
Arbitrage,60599,"['Richard Gere', 'Susan Sarandon', 'Tim Roth']",['Nicholas Jarecki']
Project Almanac,227719,"['Jonny Weston', 'Virginia Gardner', ""Sofia Black-D'Elia""]",['Dean Israelite']
Cadillac Records,14299,"['Adrien Brody', 'Jeffrey Wright', 'Beyoncé Knowles']",['Darnell Martin']
Screwed,19419,"['Norm Macdonald', 'Dave Chappelle', 'Danny DeVito']",['Scott Alexander']
Fortress,12088,"['Christopher Lambert', 'Kurtwood Smith', 'Loryn Locklin']",['Stuart Gordon']
For Your Consideration,14799,"[""Catherine O'Hara"", 'Harry Shearer', 'Parker Posey']",['Christopher Guest']
Celebrity,9466,"['Kenneth Branagh', 'Judy Davis', 'Joe Mantegna']",['Woody Allen']
Running with Scissors,7510,"['Annette Bening', 'Brian Cox', 'Joseph Cross']",['Ryan Murphy']
From Justin to Kelly,31246,"['Kelly Clarkson', 'Justin Guarini ', 'Brandon Henschel']",['Robert Iscove']
Girl 6,61752,"['Theresa Randle', 'Isaiah Washington', 'Spike Lee']",['Spike Lee']
In the Cut,10944,"['Meg Ryan', 'Mark Ruffalo', 'Jennifer Jason Leigh']",['Jane Campion']
Two Lovers,10362,"['Joaquin Phoenix', 'Gwyneth Paltrow', 'Isabella Rossellini']",['James Gray']
Last Orders,14778,"['Michael Caine', 'Tom Courtenay', 'David Hemmings']",['Fred Schepisi']
The Pursuit of D.B. Cooper,45226,"['Robert Duvall', 'Treat Williams', 'Kathryn Harrold']",['Roger Spottiswoode']
Ravenous,10212,"['Guy Pearce', 'Robert Carlyle', 'David Arquette']",['Antonia Bird']
Charlie Bartlett,8669,"['Anton Yelchin', 'Robert Downey Jr.', 'Hope Davis']",['Jon Poll']
The Great Beauty,179144,"['Toni Servillo', 'Carlo Verdone', 'Sabrina Ferilli']",['Paolo Sorrentino']
The Dangerous Lives of Altar Boys,16857,"['Emile Hirsch', 'Kieran Culkin', 'Jodie Foster']",['Peter Care']
Stoker,86825,"['Mia Wasikowska', 'Nicole Kidman', 'Matthew Goode']",['Park Chan-wook']
2046,844,"['Tony Leung Chiu-Wai', 'Zhang Ziyi', 'Faye Wong']",['Wong Kar-wai']
Married Life,8060,"['Chris Cooper', 'Pierce Brosnan', 'Patricia Clarkson']",['Ira Sachs']
Duma,15907,"['Alex Michaeletos', 'Campbell Scott', 'Mary Makhatho']",['Carroll Ballard']
Ondine,38448,"['Colin Farrell', 'Alicja Bachleda-Curuś', 'Dervla Kirwan']",['Neil Jordan']
Brother,327,"['Takeshi Kitano', 'Omar Epps', 'Claude Maki']",['Takeshi Kitano']
Welcome to Collinwood,9260,"['William H. Macy', 'Isaiah Washington', 'Sam Rockwell']",['Anthony Russo']
Critical Care,61337,"['James Spader', 'Kyra Sedgwick', 'Helen Mirren']",['Sidney Lumet']
The Life Before Her Eyes,13079,"['Uma Thurman', 'Evan Rachel Wood', 'Eva Amurri Martino']",['Vadim Perelman']
Darling Companion,89325,"['Diane Keaton', 'Kevin Kline', 'Sam Shepard']",['Lawrence Kasdan']
Trade,4170,"['Kevin Kline', 'Cesar Ramos', 'Paulina Gaitán']",['Marco Kreuzpaintner']
Fateless,41508,"['Marcell Nagy', 'Béla Dóra', 'Bálint Péntek']",['Lajos Koltai']
Breakfast of Champions,12479,"['Bruce Willis', 'Albert Finney', 'Nick Nolte']",['Alan Rudolph']
"A Woman, a Gun and a Noodle Shop",44555,"['Sun Honglei', 'Xiao Shen Yang', 'Yan Ni']",['Zhang Yimou']
Cypher,10133,"['Jeremy Northam', 'Lucy Liu', 'Nigel Bennett']",['Vincenzo Natali']
City of Life and Death,21345,"['Liu Ye', 'Gao Yuanyuan', 'Hideo Nakaizumi']",['Lu Chuan']
Legend of a Rabbit,173931,"['Jon Heder', 'Tom Arnold', 'Michael Clarke Duncan']",['Lijun Sun']
Space Battleship Yamato,61984,"['Hiroyuki Ikeuchi', 'Takuya Kimura', 'Meisa Kuroki']",['Takashi Yamazaki']
5 Days of War,50601,"['Rupert Friend', 'Val Kilmer', 'Andy García']",['Renny Harlin']
Triangle,26466,"['Melissa George', 'Liam Hemsworth', 'Emma Lung']",['Christopher Smith']
10 Days in a Madhouse,345003,"['Caroline Barry', 'Christopher Lambert', 'Kelly LeBrock']",['Timothy Hines']
Heaven is for Real,236751,"['Greg Kinnear', 'Kelly Reilly', 'Connor Corum']",['Randall Wallace']
Snatch,107,"['Jason Statham', 'Brad Pitt', 'Vinnie Jones']",['Guy Ritchie']
Dancin' It's On,357837,"['Witney Carson', 'Chehon Wespi-Tschopp', 'Gary Daniels']",['David Winters']
Pet Sematary,8913,"['Dale Midkiff', 'Fred Gwynne', 'Denise Crosby']",['Mary Lambert']
Madadayo,13889,"['Tatsuo Matsumura', 'Kyôko Kagawa', 'Hisashi Igawa']",['Akira Kurosawa']
The Cry of the Owl,18530,"['Paddy Considine', 'Julia Stiles', 'Caroline Dhavernas']",['Jamie Thraves']
A Tale of Three Cities,358451,"['Lau Ching-Wan', 'Tang Wei', 'Qin Hailu']",['Mabel Cheung']
Gremlins,927,"['Zach Galligan', 'Phoebe Cates', 'Hoyt Axton']",['Joe Dante']
Star Wars,11,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']",['George Lucas']
Dirty Grandpa,291870,"['Zac Efron', 'Robert De Niro', 'Julianne Hough']",['Dan Mazer']
Doctor Zhivago,907,"['Omar Sharif', 'Julie Christie', 'Geraldine Chaplin']",['David Lean']
Trash,206563,"['Rickson Tevez', 'Eduardo Luis', 'Gabriel Weinstein']",['Stephen Daldry']
High School Musical 3: Senior Year,11887,"['Zac Efron', 'Vanessa Hudgens', 'Ashley Tisdale']",['Kenny Ortega']
The Fighter,45317,"['Mark Wahlberg', 'Christian Bale', 'Amy Adams']",['David O. Russell']
Jackass Number Two,12094,"['Johnny Knoxville', 'Bam Margera', 'Steve-O']",['Jeff Tremaine']
My Cousin Vinny,10377,"['Joe Pesci', 'Ralph Macchio', 'Marisa Tomei']",['Jonathan Lynn']
If I Stay,249164,"['Chloë Grace Moretz', 'Jamie Blackley', 'Liana Liberato']",['R.J. Cutler']
Drive Hard,256092,"['Thomas Jane', 'John Cusack', 'Zoe Ventoura']",['Brian Trenchard-Smith']
Major League,9942,"['Tom Berenger', 'Charlie Sheen', 'Corbin Bernsen']",['David S. Ward']
St. Trinian's,10748,"['Talulah Riley', 'Rupert Everett', 'Gemma Arterton']",['Barnaby Thompson']
Phone Booth,1817,"['Colin Farrell', 'Kiefer Sutherland', 'Forest Whitaker']",['Joel Schumacher']
A Walk to Remember,10229,"['Mandy Moore', 'Shane West', 'Peter Coyote']",['Adam Shankman']
Dead Man Walking,687,"['Susan Sarandon', 'Sean Penn', 'Robert Prosky']",['Tim Robbins']
Cruel Intentions,796,"['Sarah Michelle Gellar', 'Ryan Phillippe', 'Reese Witherspoon']",['Roger Kumble']
Saw VI,22804,"['Tobin Bell', 'Costas Mandylor', 'Betsy Russell']",['Kevin Greutert']
History of the World: Part I,10156,"['Mel Brooks', 'Dom DeLuise', 'Madeline Kahn']",['Mel Brooks']
The Secret Life of Bees,12837,"['Dakota Fanning', 'Queen Latifah', 'Jennifer Hudson']",['Gina Prince-Bythewood']
Corky Romano,17708,"['Chris Kattan', 'Vinessa Shaw', 'Peter Falk']",['Rob Pritts']
Raising Cain,13937,"['John Lithgow', 'Lolita Davidovich', 'Steven Bauer']",['Brian De Palma']
F.I.S.T.,28932,"['Sylvester Stallone', 'Rod Steiger', 'Peter Boyle']",['Norman Jewison']
Invaders from Mars,31909,"['Karen Black', 'Hunter Carson', 'Timothy Bottoms']",['Tobe Hooper']
Brooklyn,167073,"['Saoirse Ronan', 'Domhnall Gleeson', 'Emory Cohen']",['John Crowley']
Barry Lyndon,3175,"[""Ryan O'Neal"", 'Marisa Berenson', 'Hardy Krüger']",['Stanley Kubrick']
Out Cold,14369,"['Jason London', 'Lee Majors', 'Zach Galifianakis']",['Brendan Malloy']
The Ladies Man,16888,"['Tim Meadows', 'Karyn Parsons', 'Billy Dee Williams']",['Reginald Hudlin']
Quartet,121826,"['Maggie Smith', 'Tom Courtenay', 'Billy Connolly']",['Dustin Hoffman']
Tomcats,10646,"[""Jerry O'Connell"", 'Shannon Elizabeth', 'Jake Busey']",['Gregory Poirier']
Frailty,12149,"['Bill Paxton', 'Matthew McConaughey', 'Powers Boothe']",['Bill Paxton']
Woman in Gold,304357,"['Helen Mirren', 'Ryan Reynolds', 'Tatiana Maslany']",['Simon Curtis']
Kinsey,11184,"['Liam Neeson', 'Laura Linney', ""Chris O'Donnell""]",['Bill Condon']
Army of Darkness,766,"['Bruce Campbell', 'Embeth Davidtz', 'Marcus Gilbert']",['Sam Raimi']
Slackers,20009,"['Jason Segel', 'Devon Sawa', 'Jason Schwartzman']",['Dewey Nicks']
What's Eating Gilbert Grape,1587,"['Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis']",['Lasse Hallström']
The Visual Bible: The Gospel of John,30973,"['Christopher Plummer', 'Henry Ian Cusick', 'Stuart Bunce']",['Philip Saville']
Vera Drake,11109,"['Imelda Staunton', 'Sally Hawkins', 'Richard Graham']",['Mike Leigh']
The Guru,9027,"['Jimi Mistry', 'Heather Graham', 'Marisa Tomei']",['Daisy von Scherler Mayer']
The Perez Family,63020,"['Marisa Tomei', 'Alfred Molina', 'Anjelica Huston']",['Mira Nair']
Inside Llewyn Davis,86829,"['Oscar Isaac', 'Carey Mulligan', 'Justin Timberlake']",['Joel Coen']
O,11065,"['Mekhi Phifer', 'Josh Hartnett', 'Andrew Keegan']",['Tim Blake Nelson']
Return to the Blue Lagoon,13888,"['Milla Jovovich', 'Brian Krause', 'Lisa Pelikan']",['William A. Graham']
The Molly Maguires,42345,"['Sean Connery', 'Samantha Eggar', 'Richard Harris']",['Martin Ritt']
Romance & Cigarettes,13994,"['James Gandolfini', 'Susan Sarandon', 'Kate Winslet']",['John Turturro']
Copying Beethoven,1590,"['Ed Harris', 'Diane Kruger', 'Matthew Goode']",['Agnieszka Holland']
Brighton Rock,62728,"['Andy Serkis', 'Helen Mirren', 'John Hurt']",['Rowan Joffe']
Saw V,11917,"['Tobin Bell', 'Costas Mandylor', 'Scott Patterson']",['David Hackl']
Machine Gun McCain,45138,"['John Cassavetes', 'Britt Ekland', 'Peter Falk']",['Giuliano Montaldo']
LOL,80271,"['Miley Cyrus', 'Demi Moore', 'Douglas Booth']",['Lisa Azuelos']
Jindabyne,4657,"['Laura Linney', 'Gabriel Byrne', 'Deborra-Lee Furness']",['Ray Lawrence']
Kabhi Alvida Naa Kehna,14395,"['Shah Rukh Khan', 'Rani Mukerji', 'Preity Zinta']",['Karan Johar']
An Ideal Husband,24137,"['Cate Blanchett', 'Minnie Driver', 'Rupert Everett']",['Oliver Parker']
The Last Days on Mars,190847,"['Liev Schreiber', 'Romola Garai', 'Elias Koteas']",['Ruairi Robinson']
Darkness,11056,"['Anna Paquin', 'Lena Olin', 'Iain Glen']",['Jaume Balagueró']
2001: A Space Odyssey,62,"['Keir Dullea', 'Gary Lockwood', 'William Sylvester']",['Stanley Kubrick']
E.T. the Extra-Terrestrial,601,"['Henry Thomas', 'Drew Barrymore', 'Robert MacNaughton']",['Steven Spielberg']
In the Land of Women,13067,"['Meg Ryan', 'Kristen Stewart', 'Adam Brody']",['Jon Kasdan']
The Blue Butterfly,25379,"['Marc Donato', 'Pascale Bussières', 'William Hurt']",['Léa Pool']
There Goes My Baby,88641,"['Dermot Mulroney', 'Ricky Schroder', 'Kelli Williams']",['Floyd Mutrux']
Housefull,58051,"['Akshay Kumar', 'Ritesh Deshmukh', 'Deepika Padukone']",['Sajid Khan']
September Dawn,14877,"['Jon Voight', 'Tamara Hope', 'Trent Ford']",['Christopher Cain']
For Greater Glory - The True Story of Cristiada,96399,"['Eva Longoria', 'Andy García', 'Oscar Isaac']",['Dean Wright']
The Bélier Family,304410,"['Louane Emera', 'Karin Viard', 'François Damiens']",['Eric Lartigau']
Good Will Hunting,489,"['Robin Williams', 'Matt Damon', 'Ben Affleck']",['Gus Van Sant']
Misconduct,373314,"['Josh Duhamel', 'Alice Eve', 'Malin Åkerman']",['Shintaro Shimosawa']
Saw III,214,"['Tobin Bell', 'Shawnee Smith', 'Angus Macfadyen']",['Darren Lynn Bousman']
Stripes,10890,"['Bill Murray', 'Harold Ramis', 'Warren Oates']",['Ivan Reitman']
Bring It On,1588,"['Kirsten Dunst', 'Jesse Bradford', 'Eliza Dushku']",['Peyton Reed']
The Purge: Election Year,316727,"['Elizabeth Mitchell', 'Frank Grillo', 'Mykelti Williamson']",['James DeMonaco']
She's All That,10314,"['Freddie Prinze Jr.', 'Rachael Leigh Cook', 'Matthew Lillard']",['Robert Iscove']
Saw IV,663,"['Tobin Bell', 'Scott Patterson', 'Costas Mandylor']",['Darren Lynn Bousman']
White Noise,11804,"['Michael Keaton', 'Chandra West', 'Deborah Kara Unger']",['Geoffrey Sax']
Madea's Family Reunion,16781,"['Tyler Perry', 'Blair Underwood', 'Lynn Whitfield']",['Tyler Perry']
The Color of Money,11873,"['Paul Newman', 'Tom Cruise', 'Mary Elizabeth Mastrantonio']",['Martin Scorsese']
The Longest Day,9289,"['Eddie Albert', 'Paul Anka', 'Arletty']",['Bernhard Wicki']
The Mighty Ducks,10414,"['Emilio Estevez', 'Joss Ackland', 'Lane Smith']",['Stephen Herek']
The Grudge,1970,"['Sarah Michelle Gellar', 'Jason Behr', 'Clea DuVall']",['Takashi Shimizu']
Happy Gilmore,9614,"['Adam Sandler', 'Ben Stiller', 'Christopher McDonald']",['Dennis Dugan']
Jeepers Creepers,8922,"['Gina Philips', 'Justin Long', 'Jonathan Breck']",['Victor Salva']
Bill & Ted's Excellent Adventure,1648,"['Keanu Reeves', 'Alex Winter', 'George Carlin']",['Stephen Herek']
Oliver!,17917,"['Ron Moody', 'Shani Wallis', 'Oliver Reed']",['Carol Reed']
The Best Exotic Marigold Hotel,74534,"['Bill Nighy', 'Maggie Smith', 'Tom Wilkinson']",['John Madden']
Recess: School's Out,19405,"[""Rickey D'Shon Collins"", 'Jason Davis', 'Ashley Johnson']",['Chuck Sheetz']
Mad Max Beyond Thunderdome,9355,"['Mel Gibson', 'Tina Turner', 'Bruce Spence']",['George Miller']
Commando,10999,"['Arnold Schwarzenegger', 'Rae Dawn Chong', 'Dan Hedaya']",['Mark L. Lester']
The Boy,321258,"['Lauren Cohan', 'Rupert Evans', 'James Russell']",['William Brent Bell']
Devil,44040,"['Chris Messina', 'Jacob Vargas', 'Bojana Novaković']",['John Erick Dowdle']
Friday After Next,10426,"['Ice Cube', 'Mike Epps', 'John Witherspoon']",['Marcus Raboy']
Insidious: Chapter 3,280092,"['Dermot Mulroney', 'Stefanie Scott', 'Lin Shaye']",['Leigh Whannell']
The Last Dragon,13938,"['Taimak', 'Julius Carry', 'Vanity']",['Michael Schultz']
The Lawnmower Man,10163,"['Jeff Fahey', 'Pierce Brosnan', 'Jenny Wright']",['Brett Leonard']
Nick and Norah's Infinite Playlist,12182,"['Michael Cera', 'Kat Dennings', 'Aaron Yoo']",['Peter Sollett']
Dogma,1832,"['Ben Affleck', 'Matt Damon', 'Linda Fiorentino']",['Kevin Smith']
The Banger Sisters,9034,"['Goldie Hawn', 'Susan Sarandon', 'Geoffrey Rush']",['Bob Dolman']
Twilight Zone: The Movie,15301,"['Albert Brooks', 'Vic Morrow', 'John Larroquette']",['Steven Spielberg']
Road House,10135,"['Patrick Swayze', 'Kelly Lynch', 'Sam Elliott']",['Rowdy Herrington']
A Low Down Dirty Shame,26352,"['Keenen Ivory Wayans', 'Charles S. Dutton', 'Jada Pinkett Smith']",['Keenen Ivory Wayans']
Swimfan,20616,"['Jesse Bradford', 'Erika Christensen', 'Shiri Appleby']",['John Polson']
Employee of the Month,9794,"['Dane Cook', 'Jessica Simpson', 'Dax Shepard']",['Greg Coolidge']
Can't Hardly Wait,15037,"['Jennifer Love Hewitt', 'Ethan Embry', 'Charlie Korsmo']",['Deborah Kaplan']
The Outsiders,227,"['Matt Dillon', 'Ralph Macchio', 'C. Thomas Howell']",['Francis Ford Coppola']
Pete's Dragon,294272,"['Bryce Dallas Howard', 'Oakes Fegley', 'Wes Bentley']",['David Lowery']
The Dead Zone,11336,"['Christopher Walken', 'Brooke Adams', 'Tom Skerritt']",['David Cronenberg']
Sinister 2,283445,"['Shannyn Sossamon', 'James Ransone', 'Robert Daniel Sloan']",['Ciaran Foy']
Sparkle,88036,"['Whitney Houston', 'Cee Lo Green', 'Derek Luke']",['Salim Akil']
Valentine,10984,"['Denise Richards', 'David Boreanaz', 'Marley Shelton']",['Jamie Blanks']
The Fourth Kind,22824,"['Milla Jovovich', 'Will Patton', 'Hakeem Kae-Kazim']",['Olatunde Osunsanmi']
A Prairie Home Companion,9526,"['Meryl Streep', 'Lindsay Lohan', 'Virginia Madsen']",['Robert Altman']
